,id,authors,title,categories,abstract,versions,first_category,v1_date,LM_related_terms,mentions_LM_keyword,cluster,domains,industry,academic,above_pred_female_threshold,inferred_female_frac_nqg_uncertainty_threshold_0.100,citationCount,percentile_rank_in_3_month_window,percentile_rank_in_12_month_window,n_authors,percentile_rank_in_6_month_window,experienced_first_author,experienced_last_author
11914,arXiv:2304.01196,"['Canwen Xu', 'Daya Guo', 'Nan Duan', 'Julian McAuley']","Baize: An Open-Source Chat Model with Parameter-Efficient Tuning on
  Self-Chat Data","['cs.CL', 'cs.AI']","  Chat models, such as ChatGPT, have shown impressive capabilities and have
been rapidly adopted across numerous domains. However, these models are only
accessible through a restricted API, creating barriers for new research and
progress in the field. We propose a pipeline that can automatically generate a
high-quality multi-turn chat corpus by leveraging ChatGPT to engage in a
conversation with itself. Subsequently, we employ parameter-efficient tuning to
enhance LLaMA, an open-source large language model. The resulting model, named
Baize, demonstrates good performance in multi-turn dialogues with guardrails
that minimize potential risks. Furthermore, we propose a new technique called
Self-Distill with Feedback, to further improve the performance of the Baize
models with feedback from ChatGPT. The Baize models and data are released for
research purposes only at https://github.com/project-baize/baize-chatbot. An
online demo is also available at
https://huggingface.co/spaces/project-baize/chat-with-baize.
","[{'version': 'v1', 'created': 'Mon, 3 Apr 2023 17:59:09 GMT'}, {'version': 'v2', 'created': 'Tue, 4 Apr 2023 08:34:16 GMT'}, {'version': 'v3', 'created': 'Tue, 23 May 2023 19:40:03 GMT'}]",cs.CL,2023-04-03 17:59:09,"['language model', 'large language model', 'ChatGPT', 'LLaMA']",True,Human Feedback & Interaction,"['ucsd.edu', 'sysu.edu.cn', 'microsoft.com']",True,True,False,0.0,62.0,0.9924312635156008,0.9873191224521549,4,0.985310119695321,True,True
12142,arXiv:2304.06718,"['Xueyan Zou', 'Jianwei Yang', 'Hao Zhang', 'Feng Li', 'Linjie Li', 'Jianfeng Wang', 'Lijuan Wang', 'Jianfeng Gao', 'Yong Jae Lee']",Segment Everything Everywhere All at Once,['cs.CV'],"  In this work, we present SEEM, a promptable and interactive model for
segmenting everything everywhere all at once in an image, as shown in Fig.1. In
SEEM, we propose a novel decoding mechanism that enables diverse prompting for
all types of segmentation tasks, aiming at a universal segmentation interface
that behaves like large language models (LLMs). More specifically, SEEM is
designed with four desiderata: i) Versatility. We introduce a new visual prompt
to unify different spatial queries including points, boxes, scribbles and
masks, which can further generalize to a different referring image; ii)
Compositionality. We learn a joint visual-semantic space between text and
visual prompts, which facilitates the dynamic composition of two prompt types
required for various segmentation tasks; iii) Interactivity. We further
incorporate learnable memory prompts into the decoder to retain segmentation
history through mask-guided cross-attention from decoder to image features; and
iv) Semantic-awareness. We use a text encoder to encode text queries and mask
labels into the same semantic space for open-vocabulary segmentation. We
conduct a comprehensive empirical study to validate the effectiveness of SEEM
across diverse segmentation tasks. Notably, our single SEEM model achieves
competitive performance across interactive segmentation, generic segmentation,
referring segmentation, and video object segmentation on 9 datasets with
minimum 1/100 supervision. Furthermore, SEEM showcases a remarkable capacity
for generalization to novel prompts or their combinations, rendering it a
readily universal image segmentation interface.
","[{'version': 'v1', 'created': 'Thu, 13 Apr 2023 17:59:40 GMT'}, {'version': 'v2', 'created': 'Tue, 18 Apr 2023 17:43:56 GMT'}, {'version': 'v3', 'created': 'Mon, 1 May 2023 17:57:19 GMT'}, {'version': 'v4', 'created': 'Tue, 11 Jul 2023 18:13:14 GMT'}]",cs.CV,2023-04-13 17:59:40,"['language model', 'large language model']",True,Visual Foundation Models,"['wisc.edu', 'connect.ust.edu', 'microsoft.com']",True,True,False,0.25,62.0,0.9924312635156008,0.9873191224521549,9,0.985310119695321,False,False
12164,arXiv:2304.07327,"['Andreas Köpf', 'Yannic Kilcher', 'Dimitri von Rütte', 'Sotiris Anagnostidis', 'Zhi-Rui Tam', 'Keith Stevens', 'Abdullah Barhoum', 'Nguyen Minh Duc', 'Oliver Stanley', 'Richárd Nagyfi', 'Shahul ES', 'Sameer Suri', 'David Glushkov', 'Arnav Dantuluri', 'Andrew Maguire', 'Christoph Schuhmann', 'Huu Nguyen', 'Alexander Mattick']","OpenAssistant Conversations -- Democratizing Large Language Model
  Alignment","['cs.CL', 'cs.AI']","  Aligning large language models (LLMs) with human preferences has proven to
drastically improve usability and has driven rapid adoption as demonstrated by
ChatGPT. Alignment techniques such as supervised fine-tuning (SFT) and
reinforcement learning from human feedback (RLHF) greatly reduce the required
skill and domain knowledge to effectively harness the capabilities of LLMs,
increasing their accessibility and utility across various domains. However,
state-of-the-art alignment techniques like RLHF rely on high-quality human
feedback data, which is expensive to create and often remains proprietary. In
an effort to democratize research on large-scale alignment, we release
OpenAssistant Conversations, a human-generated, human-annotated assistant-style
conversation corpus consisting of 161,443 messages distributed across 66,497
conversation trees, in 35 different languages, annotated with 461,292 quality
ratings. The corpus is a product of a worldwide crowd-sourcing effort involving
over 13,500 volunteers. To demonstrate the OpenAssistant Conversations
dataset's effectiveness, we present OpenAssistant, the first fully open-source
large-scale instruction-tuned model to be trained on human data. A preference
study revealed that OpenAssistant replies are comparably preferred to
GPT-3.5-turbo (ChatGPT) with a relative winrate of 48.3% vs. 51.7%
respectively. We release our code and data under fully permissive licenses.
","[{'version': 'v1', 'created': 'Fri, 14 Apr 2023 18:01:29 GMT'}]",cs.CL,2023-04-14 18:01:29,"['language model', 'large language model', 'ChatGPT', 'GPT-3']",True,Dialogue & Conversational AI,"['googlemail.com', 'ykilcher.com', 'provisio.com']",False,False,False,0.0,60.0,0.9919678714859438,0.9866967480939786,18,0.9844396082698585,False,False
11034,arXiv:2302.06476,"['Chengwei Qin', 'Aston Zhang', 'Zhuosheng Zhang', 'Jiaao Chen', 'Michihiro Yasunaga', 'Diyi Yang']",Is ChatGPT a General-Purpose Natural Language Processing Task Solver?,"['cs.CL', 'cs.AI']","  Spurred by advancements in scale, large language models (LLMs) have
demonstrated the ability to perform a variety of natural language processing
(NLP) tasks zero-shot -- i.e., without adaptation on downstream data. Recently,
the debut of ChatGPT has drawn a great deal of attention from the natural
language processing (NLP) community due to the fact that it can generate
high-quality responses to human input and self-correct previous mistakes based
on subsequent conversations. However, it is not yet known whether ChatGPT can
serve as a generalist model that can perform many NLP tasks zero-shot. In this
work, we empirically analyze the zero-shot learning ability of ChatGPT by
evaluating it on 20 popular NLP datasets covering 7 representative task
categories. With extensive empirical studies, we demonstrate both the
effectiveness and limitations of the current version of ChatGPT. We find that
ChatGPT performs well on many tasks favoring reasoning capabilities (e.g.,
arithmetic reasoning) while it still faces challenges when solving specific
tasks such as sequence tagging. We additionally provide in-depth analysis
through qualitative case studies.
","[{'version': 'v1', 'created': 'Wed, 8 Feb 2023 09:44:51 GMT'}, {'version': 'v2', 'created': 'Wed, 15 Feb 2023 17:46:20 GMT'}]",cs.CL,2023-02-08 09:44:51,"['language model', 'large language model', 'ChatGPT']",True,Human Feedback & Interaction,"['ntu.edu.sg', 'amazon.com']",True,True,False,0.0,176.0,0.991899852724595,0.9947098179555003,6,0.9956474428726877,True,True
12522,arXiv:2304.15010,"['Peng Gao', 'Jiaming Han', 'Renrui Zhang', 'Ziyi Lin', 'Shijie Geng', 'Aojun Zhou', 'Wei Zhang', 'Pan Lu', 'Conghui He', 'Xiangyu Yue', 'Hongsheng Li', 'Yu Qiao']",LLaMA-Adapter V2: Parameter-Efficient Visual Instruction Model,"['cs.CV', 'cs.AI', 'cs.CL', 'cs.LG', 'cs.MM']","  How to efficiently transform large language models (LLMs) into instruction
followers is recently a popular research direction, while training LLM for
multi-modal reasoning remains less explored. Although the recent LLaMA-Adapter
demonstrates the potential to handle visual inputs with LLMs, it still cannot
generalize well to open-ended visual instructions and lags behind GPT-4. In
this paper, we present LLaMA-Adapter V2, a parameter-efficient visual
instruction model. Specifically, we first augment LLaMA-Adapter by unlocking
more learnable parameters (e.g., norm, bias and scale), which distribute the
instruction-following ability across the entire LLaMA model besides adapters.
Secondly, we propose an early fusion strategy to feed visual tokens only into
the early LLM layers, contributing to better visual knowledge incorporation.
Thirdly, a joint training paradigm of image-text pairs and
instruction-following data is introduced by optimizing disjoint groups of
learnable parameters. This strategy effectively alleviates the interference
between the two tasks of image-text alignment and instruction following and
achieves strong multi-modal reasoning with only a small-scale image-text and
instruction dataset. During inference, we incorporate additional expert models
(e.g. captioning/OCR systems) into LLaMA-Adapter to further enhance its image
understanding capability without incurring training costs. Compared to the
original LLaMA-Adapter, our LLaMA-Adapter V2 can perform open-ended multi-modal
instructions by merely introducing 14M parameters over LLaMA. The newly
designed framework also exhibits stronger language-only instruction-following
capabilities and even excels in chat interactions. Our code and models are
available at https://github.com/ZrrSkywalker/LLaMA-Adapter.
","[{'version': 'v1', 'created': 'Fri, 28 Apr 2023 17:59:25 GMT'}]",cs.CV,2023-04-28 17:59:25,"['language model', 'large language model', 'LLaMA', 'GPT-4']",True,Vision-Language Models,['pjlab.org.cn'],False,True,False,0.33333333330000003,59.0,0.9915044794562867,0.9863077641201182,12,0.9838955386289445,True,True
12050,arXiv:2304.04155,"['Ruining Deng', 'Can Cui', 'Quan Liu', 'Tianyuan Yao', 'Lucas W. Remedios', 'Shunxing Bao', 'Bennett A. Landman', 'Lee E. Wheless', 'Lori A. Coburn', 'Keith T. Wilson', 'Yaohong Wang', 'Shilin Zhao', 'Agnes B. Fogo', 'Haichun Yang', 'Yucheng Tang', 'Yuankai Huo']","Segment Anything Model (SAM) for Digital Pathology: Assess Zero-shot
  Segmentation on Whole Slide Imaging","['eess.IV', 'cs.CV']","  The segment anything model (SAM) was released as a foundation model for image
segmentation. The promptable segmentation model was trained by over 1 billion
masks on 11M licensed and privacy-respecting images. The model supports
zero-shot image segmentation with various segmentation prompts (e.g., points,
boxes, masks). It makes the SAM attractive for medical image analysis,
especially for digital pathology where the training data are rare. In this
study, we evaluate the zero-shot segmentation performance of SAM model on
representative segmentation tasks on whole slide imaging (WSI), including (1)
tumor segmentation, (2) non-tumor tissue segmentation, (3) cell nuclei
segmentation. Core Results: The results suggest that the zero-shot SAM model
achieves remarkable segmentation performance for large connected objects.
However, it does not consistently achieve satisfying performance for dense
instance object segmentation, even with 20 prompts (clicks/boxes) on each
image. We also summarized the identified limitations for digital pathology: (1)
image resolution, (2) multiple scales, (3) prompt selection, and (4) model
fine-tuning. In the future, the few-shot fine-tuning with images from
downstream pathological segmentation tasks might help the model to achieve
better performance in dense object segmentation.
","[{'version': 'v1', 'created': 'Sun, 9 Apr 2023 04:06:59 GMT'}]",eess.IV,2023-04-09 04:06:59,['foundation model'],True,Visual Foundation Models,[],False,False,False,0.2857142857,59.0,0.9915044794562867,0.9863077641201182,16,0.9838955386289445,False,False
11397,arXiv:2303.04671,"['Chenfei Wu', 'Shengming Yin', 'Weizhen Qi', 'Xiaodong Wang', 'Zecheng Tang', 'Nan Duan']","Visual ChatGPT: Talking, Drawing and Editing with Visual Foundation
  Models",['cs.CV'],"  ChatGPT is attracting a cross-field interest as it provides a language
interface with remarkable conversational competency and reasoning capabilities
across many domains. However, since ChatGPT is trained with languages, it is
currently not capable of processing or generating images from the visual world.
At the same time, Visual Foundation Models, such as Visual Transformers or
Stable Diffusion, although showing great visual understanding and generation
capabilities, they are only experts on specific tasks with one-round fixed
inputs and outputs. To this end, We build a system called \textbf{Visual
ChatGPT}, incorporating different Visual Foundation Models, to enable the user
to interact with ChatGPT by 1) sending and receiving not only languages but
also images 2) providing complex visual questions or visual editing
instructions that require the collaboration of multiple AI models with
multi-steps. 3) providing feedback and asking for corrected results. We design
a series of prompts to inject the visual model information into ChatGPT,
considering models of multiple inputs/outputs and models that require visual
feedback. Experiments show that Visual ChatGPT opens the door to investigating
the visual roles of ChatGPT with the help of Visual Foundation Models. Our
system is publicly available at
\url{https://github.com/microsoft/visual-chatgpt}.
","[{'version': 'v1', 'created': 'Wed, 8 Mar 2023 15:50:02 GMT'}]",cs.CV,2023-03-08 15:50:02,"['ChatGPT', 'foundation model']",True,Applications of LLMs/ChatGPT,['microsoft.com'],True,False,False,0.0,158.0,0.9911634756995582,0.9942430371868679,6,0.9949945593035908,False,True
13149,arXiv:2305.11206,"['Chunting Zhou', 'Pengfei Liu', 'Puxin Xu', 'Srini Iyer', 'Jiao Sun', 'Yuning Mao', 'Xuezhe Ma', 'Avia Efrat', 'Ping Yu', 'Lili Yu', 'Susan Zhang', 'Gargi Ghosh', 'Mike Lewis', 'Luke Zettlemoyer', 'Omer Levy']",LIMA: Less Is More for Alignment,"['cs.CL', 'cs.AI', 'cs.LG']","  Large language models are trained in two stages: (1) unsupervised pretraining
from raw text, to learn general-purpose representations, and (2) large scale
instruction tuning and reinforcement learning, to better align to end tasks and
user preferences. We measure the relative importance of these two stages by
training LIMA, a 65B parameter LLaMa language model fine-tuned with the
standard supervised loss on only 1,000 carefully curated prompts and responses,
without any reinforcement learning or human preference modeling. LIMA
demonstrates remarkably strong performance, learning to follow specific
response formats from only a handful of examples in the training data,
including complex queries that range from planning trip itineraries to
speculating about alternate history. Moreover, the model tends to generalize
well to unseen tasks that did not appear in the training data. In a controlled
human study, responses from LIMA are either equivalent or strictly preferred to
GPT-4 in 43% of cases; this statistic is as high as 58% when compared to Bard
and 65% versus DaVinci003, which was trained with human feedback. Taken
together, these results strongly suggest that almost all knowledge in large
language models is learned during pretraining, and only limited instruction
tuning data is necessary to teach models to produce high quality output.
","[{'version': 'v1', 'created': 'Thu, 18 May 2023 17:45:22 GMT'}]",cs.CL,2023-05-18 17:45:22,"['language model', 'large language model', 'GPT-4']",True,Knowledge Graphs and Commonsense,[],False,False,False,0.4,56.0,0.9910410874266296,0.9851408121985374,15,0.9822633297062024,True,True
14199,arXiv:2306.01116,"['Guilherme Penedo', 'Quentin Malartic', 'Daniel Hesslow', 'Ruxandra Cojocaru', 'Alessandro Cappelli', 'Hamza Alobeidli', 'Baptiste Pannier', 'Ebtesam Almazrouei', 'Julien Launay']","The RefinedWeb Dataset for Falcon LLM: Outperforming Curated Corpora
  with Web Data, and Web Data Only","['cs.CL', 'cs.AI']","  Large language models are commonly trained on a mixture of filtered web data
and curated high-quality corpora, such as social media conversations, books, or
technical papers. This curation process is believed to be necessary to produce
performant models with broad zero-shot generalization abilities. However, as
larger models requiring pretraining on trillions of tokens are considered, it
is unclear how scalable is curation and whether we will run out of unique
high-quality data soon. At variance with previous beliefs, we show that
properly filtered and deduplicated web data alone can lead to powerful models;
even significantly outperforming models from the state-of-the-art trained on
The Pile. Despite extensive filtering, the high-quality data we extract from
the web is still plentiful, and we are able to obtain five trillion tokens from
CommonCrawl. We publicly release an extract of 600 billion tokens from our
RefinedWeb dataset, and 1.3/7.5B parameters language models trained on it.
","[{'version': 'v1', 'created': 'Thu, 1 Jun 2023 20:03:56 GMT'}]",cs.CL,2023-06-01 20:03:56,"['language model', 'large language model']",True,Datasets & Benchmarks,['tii.ae'],False,False,False,0.125,55.0,0.9907321594068582,0.9849074218142213,9,0.981936887921654,False,True
11688,arXiv:2303.13375,"['Harsha Nori', 'Nicholas King', 'Scott Mayer McKinney', 'Dean Carignan', 'Eric Horvitz']",Capabilities of GPT-4 on Medical Challenge Problems,"['cs.CL', 'cs.AI']","  Large language models (LLMs) have demonstrated remarkable capabilities in
natural language understanding and generation across various domains, including
medicine. We present a comprehensive evaluation of GPT-4, a state-of-the-art
LLM, on medical competency examinations and benchmark datasets. GPT-4 is a
general-purpose model that is not specialized for medical problems through
training or engineered to solve clinical tasks. Our analysis covers two sets of
official practice materials for the USMLE, a three-step examination program
used to assess clinical competency and grant licensure in the United States. We
also evaluate performance on the MultiMedQA suite of benchmark datasets. Beyond
measuring model performance, experiments were conducted to investigate the
influence of test questions containing both text and images on model
performance, probe for memorization of content during training, and study
probability calibration, which is of critical importance in high-stakes
applications like medicine. Our results show that GPT-4, without any
specialized prompt crafting, exceeds the passing score on USMLE by over 20
points and outperforms earlier general-purpose models (GPT-3.5) as well as
models specifically fine-tuned on medical knowledge (Med-PaLM, a prompt-tuned
version of Flan-PaLM 540B). In addition, GPT-4 is significantly better
calibrated than GPT-3.5, demonstrating a much-improved ability to predict the
likelihood that its answers are correct. We also explore the behavior of the
model qualitatively through a case study that shows the ability of GPT-4 to
explain medical reasoning, personalize explanations to students, and
interactively craft new counterfactual scenarios around a medical case.
Implications of the findings are discussed for potential uses of GPT-4 in
medical education, assessment, and clinical practice, with appropriate
attention to challenges of accuracy and safety.
","[{'version': 'v1', 'created': 'Mon, 20 Mar 2023 16:18:38 GMT'}, {'version': 'v2', 'created': 'Wed, 12 Apr 2023 16:48:39 GMT'}]",cs.CL,2023-03-20 16:18:38,"['language model', 'GPT-3', 'PaLM', 'GPT-4', 'large language model']",True,NLP for Healthcare,[],False,False,False,0.0,141.0,0.9904270986745214,0.9940874435973238,5,0.9947769314472252,False,True
12452,arXiv:2304.13712,"['Jingfeng Yang', 'Hongye Jin', 'Ruixiang Tang', 'Xiaotian Han', 'Qizhang Feng', 'Haoming Jiang', 'Bing Yin', 'Xia Hu']",Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,"['cs.CL', 'cs.AI', 'cs.LG']","  This paper presents a comprehensive and practical guide for practitioners and
end-users working with Large Language Models (LLMs) in their downstream natural
language processing (NLP) tasks. We provide discussions and insights into the
usage of LLMs from the perspectives of models, data, and downstream tasks.
Firstly, we offer an introduction and brief summary of current GPT- and
BERT-style LLMs. Then, we discuss the influence of pre-training data, training
data, and test data. Most importantly, we provide a detailed discussion about
the use and non-use cases of large language models for various natural language
processing tasks, such as knowledge-intensive tasks, traditional natural
language understanding tasks, natural language generation tasks, emergent
abilities, and considerations for specific tasks.We present various use cases
and non-use cases to illustrate the practical applications and limitations of
LLMs in real-world scenarios. We also try to understand the importance of data
and the specific challenges associated with each NLP task. Furthermore, we
explore the impact of spurious biases on LLMs and delve into other essential
considerations, such as efficiency, cost, and latency, to ensure a
comprehensive understanding of deploying LLMs in practice. This comprehensive
guide aims to provide researchers and practitioners with valuable insights and
best practices for working with LLMs, thereby enabling the successful
implementation of these models in a wide range of NLP tasks. A curated list of
practical guide resources of LLMs, regularly updated, can be found at
\url{https://github.com/Mooler0410/LLMsPracticalGuide}.
","[{'version': 'v1', 'created': 'Wed, 26 Apr 2023 17:52:30 GMT'}, {'version': 'v2', 'created': 'Thu, 27 Apr 2023 17:56:11 GMT'}]",cs.CL,2023-04-26 17:52:30,"['language model', 'large language model', 'ChatGPT', 'BERT']",True,"LLMs, Reasoning, Chain-of-Thought","['tamu.edu', 'rice.edu', 'amazon.com']",True,True,True,1.0,54.0,0.9902687673772012,0.984596234635133,8,0.9815016322089227,True,True
13800,arXiv:2305.16291,"['Guanzhi Wang', 'Yuqi Xie', 'Yunfan Jiang', 'Ajay Mandlekar', 'Chaowei Xiao', 'Yuke Zhu', 'Linxi Fan', 'Anima Anandkumar']",Voyager: An Open-Ended Embodied Agent with Large Language Models,"['cs.AI', 'cs.LG']","  We introduce Voyager, the first LLM-powered embodied lifelong learning agent
in Minecraft that continuously explores the world, acquires diverse skills, and
makes novel discoveries without human intervention. Voyager consists of three
key components: 1) an automatic curriculum that maximizes exploration, 2) an
ever-growing skill library of executable code for storing and retrieving
complex behaviors, and 3) a new iterative prompting mechanism that incorporates
environment feedback, execution errors, and self-verification for program
improvement. Voyager interacts with GPT-4 via blackbox queries, which bypasses
the need for model parameter fine-tuning. The skills developed by Voyager are
temporally extended, interpretable, and compositional, which compounds the
agent's abilities rapidly and alleviates catastrophic forgetting. Empirically,
Voyager shows strong in-context lifelong learning capability and exhibits
exceptional proficiency in playing Minecraft. It obtains 3.3x more unique
items, travels 2.3x longer distances, and unlocks key tech tree milestones up
to 15.3x faster than prior SOTA. Voyager is able to utilize the learned skill
library in a new Minecraft world to solve novel tasks from scratch, while other
techniques struggle to generalize. We open-source our full codebase and prompts
at https://voyager.minedojo.org/.
","[{'version': 'v1', 'created': 'Thu, 25 May 2023 17:46:38 GMT'}]",cs.AI,2023-05-25 17:46:38,"['language model', 'large language model', 'GPT-4']",True,"LLMs, Reasoning, Chain-of-Thought",[],False,False,False,0.25,54.0,0.9902687673772012,0.984596234635133,8,0.9815016322089227,True,True
12130,arXiv:2304.06364,"['Wanjun Zhong', 'Ruixiang Cui', 'Yiduo Guo', 'Yaobo Liang', 'Shuai Lu', 'Yanlin Wang', 'Amin Saied', 'Weizhu Chen', 'Nan Duan']",AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,"['cs.CL', 'cs.AI']","  Evaluating the general abilities of foundation models to tackle human-level
tasks is a vital aspect of their development and application in the pursuit of
Artificial General Intelligence (AGI). Traditional benchmarks, which rely on
artificial datasets, may not accurately represent human-level capabilities. In
this paper, we introduce AGIEval, a novel benchmark specifically designed to
assess foundation model in the context of human-centric standardized exams,
such as college entrance exams, law school admission tests, math competitions,
and lawyer qualification tests. We evaluate several state-of-the-art foundation
models, including GPT-4, ChatGPT, and Text-Davinci-003, using this benchmark.
Impressively, GPT-4 surpasses average human performance on SAT, LSAT, and math
competitions, attaining a 95% accuracy rate on the SAT Math test and a 92.5%
accuracy on the English test of the Chinese national college entrance exam.
This demonstrates the extraordinary performance of contemporary foundation
models. In contrast, we also find that GPT-4 is less proficient in tasks that
require complex reasoning or specific domain knowledge. Our comprehensive
analyses of model capabilities (understanding, knowledge, reasoning, and
calculation) reveal these models' strengths and limitations, providing valuable
insights into future directions for enhancing their general capabilities. By
concentrating on tasks pertinent to human cognition and decision-making, our
benchmark delivers a more meaningful and robust evaluation of foundation
models' performance in real-world scenarios. The data, code, and all model
outputs are released in https://github.com/microsoft/AGIEval.
","[{'version': 'v1', 'created': 'Thu, 13 Apr 2023 09:39:30 GMT'}]",cs.CL,2023-04-13 09:39:30,"['ChatGPT', 'foundation model', 'GPT-4']",True,"LLMs, Reasoning, Chain-of-Thought",['microsoft.com'],True,False,False,0.0,53.0,0.989805375347544,0.9841294538665007,9,0.9808487486398259,True,True
12706,arXiv:2305.03726,"['Bo Li', 'Yuanhan Zhang', 'Liangyu Chen', 'Jinghao Wang', 'Jingkang Yang', 'Ziwei Liu']",Otter: A Multi-Modal Model with In-Context Instruction Tuning,"['cs.CV', 'cs.CL']","  Large language models (LLMs) have demonstrated significant universal
capabilities as few/zero-shot learners in various tasks due to their
pre-training on vast amounts of text data, as exemplified by GPT-3, which
boosted to InstrctGPT and ChatGPT, effectively following natural language
instructions to accomplish real-world tasks. In this paper, we propose to
introduce instruction tuning into multi-modal models, motivated by the Flamingo
model's upstream interleaved format pretraining dataset. We adopt a similar
approach to construct our MultI-Modal In-Context Instruction Tuning (MIMIC-IT)
dataset. We then introduce Otter, a multi-modal model based on OpenFlamingo
(open-sourced version of DeepMind's Flamingo), trained on MIMIC-IT and
showcasing improved instruction-following ability and in-context learning. We
also optimize OpenFlamingo's implementation for researchers, democratizing the
required training resources from 1$\times$ A100 GPU to 4$\times$ RTX-3090 GPUs,
and integrate both OpenFlamingo and Otter into Huggingface Transformers for
more researchers to incorporate the models into their customized training and
inference pipelines.
","[{'version': 'v1', 'created': 'Fri, 5 May 2023 17:59:46 GMT'}]",cs.CV,2023-05-05 17:59:46,"['language model', 'large language model', 'ChatGPT', 'GPT-3']",True,Vision-Language Models,['ntu.edu.sg'],False,True,False,0.0,52.0,0.9894964473277726,0.9836626730978684,6,0.9801958650707291,True,True
10688,arXiv:2301.07597,"['Biyang Guo', 'Xin Zhang', 'Ziyuan Wang', 'Minqi Jiang', 'Jinran Nie', 'Yuxuan Ding', 'Jianwei Yue', 'Yupeng Wu']","How Close is ChatGPT to Human Experts? Comparison Corpus, Evaluation,
  and Detection",['cs.CL'],"  The introduction of ChatGPT has garnered widespread attention in both
academic and industrial communities. ChatGPT is able to respond effectively to
a wide range of human questions, providing fluent and comprehensive answers
that significantly surpass previous public chatbots in terms of security and
usefulness. On one hand, people are curious about how ChatGPT is able to
achieve such strength and how far it is from human experts. On the other hand,
people are starting to worry about the potential negative impacts that large
language models (LLMs) like ChatGPT could have on society, such as fake news,
plagiarism, and social security issues. In this work, we collected tens of
thousands of comparison responses from both human experts and ChatGPT, with
questions ranging from open-domain, financial, medical, legal, and
psychological areas. We call the collected dataset the Human ChatGPT Comparison
Corpus (HC3). Based on the HC3 dataset, we study the characteristics of
ChatGPT's responses, the differences and gaps from human experts, and future
directions for LLMs. We conducted comprehensive human evaluations and
linguistic analyses of ChatGPT-generated content compared with that of humans,
where many interesting results are revealed. After that, we conduct extensive
experiments on how to effectively detect whether a certain text is generated by
ChatGPT or humans. We build three different detection systems, explore several
key factors that influence their effectiveness, and evaluate them in different
scenarios. The dataset, code, and models are all publicly available at
https://github.com/Hello-SimpleAI/chatgpt-comparison-detection.
","[{'version': 'v1', 'created': 'Wed, 18 Jan 2023 15:23:25 GMT'}]",cs.CL,2023-01-18 15:23:25,"['language model', 'ChatGPT']",True,Applications of LLMs/ChatGPT,[],False,False,,,133.0,0.9893225331369662,0.9936984596234635,8,0.9942328618063112,True,False
10558,arXiv:2301.00704,"['Huiwen Chang', 'Han Zhang', 'Jarred Barber', 'AJ Maschinot', 'Jose Lezama', 'Lu Jiang', 'Ming-Hsuan Yang', 'Kevin Murphy', 'William T. Freeman', 'Michael Rubinstein', 'Yuanzhen Li', 'Dilip Krishnan']",Muse: Text-To-Image Generation via Masked Generative Transformers,"['cs.CV', 'cs.AI', 'cs.LG']","  We present Muse, a text-to-image Transformer model that achieves
state-of-the-art image generation performance while being significantly more
efficient than diffusion or autoregressive models. Muse is trained on a masked
modeling task in discrete token space: given the text embedding extracted from
a pre-trained large language model (LLM), Muse is trained to predict randomly
masked image tokens. Compared to pixel-space diffusion models, such as Imagen
and DALL-E 2, Muse is significantly more efficient due to the use of discrete
tokens and requiring fewer sampling iterations; compared to autoregressive
models, such as Parti, Muse is more efficient due to the use of parallel
decoding. The use of a pre-trained LLM enables fine-grained language
understanding, translating to high-fidelity image generation and the
understanding of visual concepts such as objects, their spatial relationships,
pose, cardinality etc. Our 900M parameter model achieves a new SOTA on CC3M,
with an FID score of 6.06. The Muse 3B parameter model achieves an FID of 7.88
on zero-shot COCO evaluation, along with a CLIP score of 0.32. Muse also
directly enables a number of image editing applications without the need to
fine-tune or invert the model: inpainting, outpainting, and mask-free editing.
More results are available at https://muse-model.github.io
","[{'version': 'v1', 'created': 'Mon, 2 Jan 2023 14:43:38 GMT'}]",cs.CV,2023-01-02 14:43:38,"['language model', 'large language model']",True,Video & Multimodal Models,['google.com'],True,False,False,0.0,133.0,0.9893225331369662,0.9936984596234635,12,0.9942328618063112,False,False
