,id,authors,title,categories,abstract,versions,first_category,v1_date,LM_related_terms,mentions_LM_keyword,cluster,domains,industry,academic,above_pred_female_threshold,inferred_female_frac_nqg_uncertainty_threshold_0.100,citationCount,percentile_rank_in_3_month_window,percentile_rank_in_12_month_window,n_authors,percentile_rank_in_6_month_window
1225,arXiv:1911.02116,"['Alexis Conneau', 'Kartikay Khandelwal', 'Naman Goyal', 'Vishrav Chaudhary', 'Guillaume Wenzek', 'Francisco Guzmán', 'Edouard Grave', 'Myle Ott', 'Luke Zettlemoyer', 'Veselin Stoyanov']",Unsupervised Cross-lingual Representation Learning at Scale,['cs.CL'],"  This paper shows that pretraining multilingual language models at scale leads
to significant performance gains for a wide range of cross-lingual transfer
tasks. We train a Transformer-based masked language model on one hundred
languages, using more than two terabytes of filtered CommonCrawl data. Our
model, dubbed XLM-R, significantly outperforms multilingual BERT (mBERT) on a
variety of cross-lingual benchmarks, including +14.6% average accuracy on XNLI,
+13% average F1 score on MLQA, and +2.4% F1 score on NER. XLM-R performs
particularly well on low-resource languages, improving 15.7% in XNLI accuracy
for Swahili and 11.4% for Urdu over previous XLM models. We also present a
detailed empirical analysis of the key factors that are required to achieve
these gains, including the trade-offs between (1) positive transfer and
capacity dilution and (2) the performance of high and low resource languages at
scale. Finally, we show, for the first time, the possibility of multilingual
modeling without sacrificing per-language performance; XLM-R is very
competitive with strong monolingual models on the GLUE and XNLI benchmarks. We
will make our code, data and models publicly available.
","[{'version': 'v1', 'created': 'Tue, 5 Nov 2019 22:42:00 GMT'}, {'version': 'v2', 'created': 'Wed, 8 Apr 2020 01:02:17 GMT'}]",cs.CL,2019-11-05 22:42:00,"['language model', 'BERT']",True,Multilingual Transfer Learning,[],False,False,False,0.0,3593.0,0.9917808219178083,0.9899817850637522,10,0.990450204638472
1347,arXiv:1911.12543,"['Zhengbao Jiang', 'Frank F. Xu', 'Jun Araki', 'Graham Neubig']",How Can We Know What Language Models Know?,"['cs.CL', 'cs.LG']","  Recent work has presented intriguing results examining the knowledge
contained in language models (LM) by having the LM fill in the blanks of
prompts such as ""Obama is a _ by profession"". These prompts are usually
manually created, and quite possibly sub-optimal; another prompt such as ""Obama
worked as a _"" may result in more accurately predicting the correct profession.
Because of this, given an inappropriate prompt, we might fail to retrieve facts
that the LM does know, and thus any given prompt only provides a lower bound
estimate of the knowledge contained in an LM. In this paper, we attempt to more
accurately estimate the knowledge contained in LMs by automatically discovering
better prompts to use in this querying process. Specifically, we propose
mining-based and paraphrasing-based methods to automatically generate
high-quality and diverse prompts, as well as ensemble methods to combine
answers from different prompts. Extensive experiments on the LAMA benchmark for
extracting relational knowledge from LMs demonstrate that our methods can
improve accuracy from 31.1% to 39.6%, providing a tighter lower bound on what
LMs know. We have released the code and the resulting LM Prompt And Query
Archive (LPAQA) at https://github.com/jzbjyb/LPAQA.
","[{'version': 'v1', 'created': 'Thu, 28 Nov 2019 05:55:42 GMT'}, {'version': 'v2', 'created': 'Sun, 3 May 2020 20:29:05 GMT'}]",cs.CL,2019-11-28 05:55:42,['language model'],True,Knowledge Graphs and Commonsense,"['cmu.edu', 'bosch.com']",True,True,False,0.0,703.0,0.989041095890411,0.9590163934426229,4,0.9740791268758526
1274,arXiv:1911.03894,"['Louis Martin', 'Benjamin Muller', 'Pedro Javier Ortiz Suárez', 'Yoann Dupont', 'Laurent Romary', 'Éric Villemonte de la Clergerie', 'Djamé Seddah', 'Benoît Sagot']",CamemBERT: a Tasty French Language Model,['cs.CL'],"  Pretrained language models are now ubiquitous in Natural Language Processing.
Despite their success, most available models have either been trained on
English data or on the concatenation of data in multiple languages. This makes
practical use of such models --in all languages except English-- very limited.
In this paper, we investigate the feasibility of training monolingual
Transformer-based language models for other languages, taking French as an
example and evaluating our language models on part-of-speech tagging,
dependency parsing, named entity recognition and natural language inference
tasks. We show that the use of web crawled data is preferable to the use of
Wikipedia data. More surprisingly, we show that a relatively small web crawled
dataset (4GB) leads to results that are as good as those obtained using larger
datasets (130+GB). Our best performing model CamemBERT reaches or improves the
state of the art in all four downstream tasks.
","[{'version': 'v1', 'created': 'Sun, 10 Nov 2019 10:46:37 GMT'}, {'version': 'v2', 'created': 'Fri, 1 May 2020 17:07:02 GMT'}, {'version': 'v3', 'created': 'Thu, 21 May 2020 23:20:48 GMT'}]",cs.CL,2019-11-10 10:46:37,"['pretrained language model', 'language model', 'BERT']",True,Multilingual Transfer Learning,"['inria.fr', 'fb.com']",True,True,False,0.0,619.0,0.9863013698630136,0.9526411657559198,8,0.9713506139154161
1473,arXiv:2001.08361,"['Jared Kaplan', 'Sam McCandlish', 'Tom Henighan', 'Tom B. Brown', 'Benjamin Chess', 'Rewon Child', 'Scott Gray', 'Alec Radford', 'Jeffrey Wu', 'Dario Amodei']",Scaling Laws for Neural Language Models,"['cs.LG', 'stat.ML']","  We study empirical scaling laws for language model performance on the
cross-entropy loss. The loss scales as a power-law with model size, dataset
size, and the amount of compute used for training, with some trends spanning
more than seven orders of magnitude. Other architectural details such as
network width or depth have minimal effects within a wide range. Simple
equations govern the dependence of overfitting on model/dataset size and the
dependence of training speed on model size. These relationships allow us to
determine the optimal allocation of a fixed compute budget. Larger models are
significantly more sample-efficient, such that optimally compute-efficient
training involves training very large models on a relatively modest amount of
data and stopping significantly before convergence.
","[{'version': 'v1', 'created': 'Thu, 23 Jan 2020 03:59:20 GMT'}]",cs.LG,2020-01-23 03:59:20,['language model'],True,Efficiency & Performance,"['jhu.edu', 'openai.com']",True,True,False,0.0,1363.0,0.996,0.993032977241059,10,0.9931818181818182
1555,arXiv:2002.08155,"['Zhangyin Feng', 'Daya Guo', 'Duyu Tang', 'Nan Duan', 'Xiaocheng Feng', 'Ming Gong', 'Linjun Shou', 'Bing Qin', 'Ting Liu', 'Daxin Jiang', 'Ming Zhou']",CodeBERT: A Pre-Trained Model for Programming and Natural Languages,"['cs.CL', 'cs.PL']","  We present CodeBERT, a bimodal pre-trained model for programming language
(PL) and nat-ural language (NL). CodeBERT learns general-purpose
representations that support downstream NL-PL applications such as natural
language codesearch, code documentation generation, etc. We develop CodeBERT
with Transformer-based neural architecture, and train it with a hybrid
objective function that incorporates the pre-training task of replaced token
detection, which is to detect plausible alternatives sampled from generators.
This enables us to utilize both bimodal data of NL-PL pairs and unimodal data,
where the former provides input tokens for model training while the latter
helps to learn better generators. We evaluate CodeBERT on two NL-PL
applications by fine-tuning model parameters. Results show that CodeBERT
achieves state-of-the-art performance on both natural language code search and
code documentation generation tasks. Furthermore, to investigate what type of
knowledge is learned in CodeBERT, we construct a dataset for NL-PL probing, and
evaluate in a zero-shot setting where parameters of pre-trained models are
fixed. Results show that CodeBERT performs better than previous pre-trained
models on NL-PL probing.
","[{'version': 'v1', 'created': 'Wed, 19 Feb 2020 13:09:07 GMT'}, {'version': 'v2', 'created': 'Sun, 5 Apr 2020 08:51:49 GMT'}, {'version': 'v3', 'created': 'Mon, 27 Apr 2020 04:35:54 GMT'}, {'version': 'v4', 'created': 'Fri, 18 Sep 2020 15:38:12 GMT'}]",cs.CL,2020-02-19 13:09:07,['BERT'],True,Code Generation,['microsoft.com'],True,False,False,0.0,1113.0,0.992,0.9916395726892708,11,0.990909090909091
1585,arXiv:2002.12327,"['Anna Rogers', 'Olga Kovaleva', 'Anna Rumshisky']",A Primer in BERTology: What we know about how BERT works,['cs.CL'],"  Transformer-based models have pushed state of the art in many areas of NLP,
but our understanding of what is behind their success is still limited. This
paper is the first survey of over 150 studies of the popular BERT model. We
review the current state of knowledge about how BERT works, what kind of
information it learns and how it is represented, common modifications to its
training objectives and architecture, the overparameterization issue and
approaches to compression. We then outline directions for future research.
","[{'version': 'v1', 'created': 'Thu, 27 Feb 2020 18:46:42 GMT'}, {'version': 'v2', 'created': 'Mon, 2 Nov 2020 22:01:57 GMT'}, {'version': 'v3', 'created': 'Mon, 9 Nov 2020 15:33:50 GMT'}]",cs.CL,2020-02-27 18:46:42,['BERT'],True,"Representations, Syntax, Semantics",['uml.edu'],False,True,True,1.0,954.0,0.988,0.990710636321412,3,0.9897727272727272
1559,arXiv:2002.08909,"['Kelvin Guu', 'Kenton Lee', 'Zora Tung', 'Panupong Pasupat', 'Ming-Wei Chang']",REALM: Retrieval-Augmented Language Model Pre-Training,"['cs.CL', 'cs.LG']","  Language model pre-training has been shown to capture a surprising amount of
world knowledge, crucial for NLP tasks such as question answering. However,
this knowledge is stored implicitly in the parameters of a neural network,
requiring ever-larger networks to cover more facts.
  To capture knowledge in a more modular and interpretable way, we augment
language model pre-training with a latent knowledge retriever, which allows the
model to retrieve and attend over documents from a large corpus such as
Wikipedia, used during pre-training, fine-tuning and inference. For the first
time, we show how to pre-train such a knowledge retriever in an unsupervised
manner, using masked language modeling as the learning signal and
backpropagating through a retrieval step that considers millions of documents.
  We demonstrate the effectiveness of Retrieval-Augmented Language Model
pre-training (REALM) by fine-tuning on the challenging task of Open-domain
Question Answering (Open-QA). We compare against state-of-the-art models for
both explicit and implicit knowledge storage on three popular Open-QA
benchmarks, and find that we outperform all previous methods by a significant
margin (4-16% absolute accuracy), while also providing qualitative benefits
such as interpretability and modularity.
","[{'version': 'v1', 'created': 'Mon, 10 Feb 2020 18:40:59 GMT'}]",cs.CL,2020-02-10 18:40:59,['language model'],True,Knowledge Graphs and Commonsense,['google.com'],True,False,False,0.25,948.0,0.984,0.9902461681374826,5,0.9886363636363636
1469,arXiv:2001.07676,"['Timo Schick', 'Hinrich Schütze']","Exploiting Cloze Questions for Few Shot Text Classification and Natural
  Language Inference",['cs.CL'],"  Some NLP tasks can be solved in a fully unsupervised fashion by providing a
pretrained language model with ""task descriptions"" in natural language (e.g.,
Radford et al., 2019). While this approach underperforms its supervised
counterpart, we show in this work that the two ideas can be combined: We
introduce Pattern-Exploiting Training (PET), a semi-supervised training
procedure that reformulates input examples as cloze-style phrases to help
language models understand a given task. These phrases are then used to assign
soft labels to a large set of unlabeled examples. Finally, standard supervised
training is performed on the resulting training set. For several tasks and
languages, PET outperforms supervised training and strong semi-supervised
approaches in low-resource settings by a large margin.
","[{'version': 'v1', 'created': 'Tue, 21 Jan 2020 17:57:33 GMT'}, {'version': 'v2', 'created': 'Mon, 27 Apr 2020 15:58:33 GMT'}, {'version': 'v3', 'created': 'Mon, 25 Jan 2021 10:56:45 GMT'}]",cs.CL,2020-01-21 17:57:33,"['pretrained language model', 'language model']",True,Pretrained LMs & Text Classification,"['sulzer.de', 'lmu.de']",False,True,False,0.0,887.0,0.98,0.9897816999535531,2,0.9875
2164,arXiv:2005.14165,"['Tom B. Brown', 'Benjamin Mann', 'Nick Ryder', 'Melanie Subbiah', 'Jared Kaplan', 'Prafulla Dhariwal', 'Arvind Neelakantan', 'Pranav Shyam', 'Girish Sastry', 'Amanda Askell', 'Sandhini Agarwal', 'Ariel Herbert-Voss', 'Gretchen Krueger', 'Tom Henighan', 'Rewon Child', 'Aditya Ramesh', 'Daniel M. Ziegler', 'Jeffrey Wu', 'Clemens Winter', 'Christopher Hesse', 'Mark Chen', 'Eric Sigler', 'Mateusz Litwin', 'Scott Gray', 'Benjamin Chess', 'Jack Clark', 'Christopher Berner', 'Sam McCandlish', 'Alec Radford', 'Ilya Sutskever', 'Dario Amodei']",Language Models are Few-Shot Learners,['cs.CL'],"  Recent work has demonstrated substantial gains on many NLP tasks and
benchmarks by pre-training on a large corpus of text followed by fine-tuning on
a specific task. While typically task-agnostic in architecture, this method
still requires task-specific fine-tuning datasets of thousands or tens of
thousands of examples. By contrast, humans can generally perform a new language
task from only a few examples or from simple instructions - something which
current NLP systems still largely struggle to do. Here we show that scaling up
language models greatly improves task-agnostic, few-shot performance, sometimes
even reaching competitiveness with prior state-of-the-art fine-tuning
approaches. Specifically, we train GPT-3, an autoregressive language model with
175 billion parameters, 10x more than any previous non-sparse language model,
and test its performance in the few-shot setting. For all tasks, GPT-3 is
applied without any gradient updates or fine-tuning, with tasks and few-shot
demonstrations specified purely via text interaction with the model. GPT-3
achieves strong performance on many NLP datasets, including translation,
question-answering, and cloze tasks, as well as several tasks that require
on-the-fly reasoning or domain adaptation, such as unscrambling words, using a
novel word in a sentence, or performing 3-digit arithmetic. At the same time,
we also identify some datasets where GPT-3's few-shot learning still struggles,
as well as some datasets where GPT-3 faces methodological issues related to
training on large web corpora. Finally, we find that GPT-3 can generate samples
of news articles which human evaluators have difficulty distinguishing from
articles written by humans. We discuss broader societal impacts of this finding
and of GPT-3 in general.
","[{'version': 'v1', 'created': 'Thu, 28 May 2020 17:29:03 GMT'}, {'version': 'v2', 'created': 'Mon, 1 Jun 2020 17:08:53 GMT'}, {'version': 'v3', 'created': 'Fri, 5 Jun 2020 02:52:35 GMT'}, {'version': 'v4', 'created': 'Wed, 22 Jul 2020 19:47:17 GMT'}]",cs.CL,2020-05-28 17:29:03,"['language model', 'GPT-3']",True,Pretrained LMs & Text Classification,[],False,False,False,0.1379310345,14638.0,0.9984126984126984,0.9948908499767766,31,0.9977272727272727
1763,arXiv:2004.05150,"['Iz Beltagy', 'Matthew E. Peters', 'Arman Cohan']",Longformer: The Long-Document Transformer,['cs.CL'],"  Transformer-based models are unable to process long sequences due to their
self-attention operation, which scales quadratically with the sequence length.
To address this limitation, we introduce the Longformer with an attention
mechanism that scales linearly with sequence length, making it easy to process
documents of thousands of tokens or longer. Longformer's attention mechanism is
a drop-in replacement for the standard self-attention and combines a local
windowed attention with a task motivated global attention. Following prior work
on long-sequence transformers, we evaluate Longformer on character-level
language modeling and achieve state-of-the-art results on text8 and enwik8. In
contrast to most prior work, we also pretrain Longformer and finetune it on a
variety of downstream tasks. Our pretrained Longformer consistently outperforms
RoBERTa on long document tasks and sets new state-of-the-art results on WikiHop
and TriviaQA. We finally introduce the Longformer-Encoder-Decoder (LED), a
Longformer variant for supporting long document generative sequence-to-sequence
tasks, and demonstrate its effectiveness on the arXiv summarization dataset.
","[{'version': 'v1', 'created': 'Fri, 10 Apr 2020 17:54:09 GMT'}, {'version': 'v2', 'created': 'Wed, 2 Dec 2020 17:52:35 GMT'}]",cs.CL,2020-04-10 17:54:09,"['language model', 'BERT']",True,"Transformers, RNNs, Attention",['allenai.org'],False,False,False,0.0,1952.0,0.9968253968253968,0.9944263817928471,3,0.9965909090909091
2092,arXiv:2005.08100,"['Anmol Gulati', 'James Qin', 'Chung-Cheng Chiu', 'Niki Parmar', 'Yu Zhang', 'Jiahui Yu', 'Wei Han', 'Shibo Wang', 'Zhengdong Zhang', 'Yonghui Wu', 'Ruoming Pang']",Conformer: Convolution-augmented Transformer for Speech Recognition,"['eess.AS', 'cs.LG', 'cs.SD']","  Recently Transformer and Convolution neural network (CNN) based models have
shown promising results in Automatic Speech Recognition (ASR), outperforming
Recurrent neural networks (RNNs). Transformer models are good at capturing
content-based global interactions, while CNNs exploit local features
effectively. In this work, we achieve the best of both worlds by studying how
to combine convolution neural networks and transformers to model both local and
global dependencies of an audio sequence in a parameter-efficient way. To this
regard, we propose the convolution-augmented transformer for speech
recognition, named Conformer. Conformer significantly outperforms the previous
Transformer and CNN based models achieving state-of-the-art accuracies. On the
widely used LibriSpeech benchmark, our model achieves WER of 2.1%/4.3% without
using a language model and 1.9%/3.9% with an external language model on
test/testother. We also observe competitive performance of 2.7%/6.3% with a
small model of only 10M parameters.
","[{'version': 'v1', 'created': 'Sat, 16 May 2020 20:56:25 GMT'}]",eess.AS,2020-05-16 20:56:25,['language model'],True,Speech Recognition,['google.com'],True,False,False,0.0,1557.0,0.9952380952380953,0.9939619136089178,11,0.9954545454545455
1834,arXiv:2004.10964,"['Suchin Gururangan', 'Ana Marasović', 'Swabha Swayamdipta', 'Kyle Lo', 'Iz Beltagy', 'Doug Downey', 'Noah A. Smith']",Don't Stop Pretraining: Adapt Language Models to Domains and Tasks,"['cs.CL', 'cs.LG']","  Language models pretrained on text from a wide variety of sources form the
foundation of today's NLP. In light of the success of these broad-coverage
models, we investigate whether it is still helpful to tailor a pretrained model
to the domain of a target task. We present a study across four domains
(biomedical and computer science publications, news, and reviews) and eight
classification tasks, showing that a second phase of pretraining in-domain
(domain-adaptive pretraining) leads to performance gains, under both high- and
low-resource settings. Moreover, adapting to the task's unlabeled data
(task-adaptive pretraining) improves performance even after domain-adaptive
pretraining. Finally, we show that adapting to a task corpus augmented using
simple data selection strategies is an effective alternative, especially when
resources for domain-adaptive pretraining might be unavailable. Overall, we
consistently find that multi-phase adaptive pretraining offers large gains in
task performance.
","[{'version': 'v1', 'created': 'Thu, 23 Apr 2020 04:21:19 GMT'}, {'version': 'v2', 'created': 'Fri, 1 May 2020 05:07:34 GMT'}, {'version': 'v3', 'created': 'Tue, 5 May 2020 22:00:44 GMT'}]",cs.CL,2020-04-23 04:21:19,['language model'],True,Pretrained LMs & Text Classification,['allenai.org'],False,False,False,0.25,1467.0,0.9936507936507937,0.9934974454249884,7,0.9943181818181818
2203,arXiv:2006.03654,"['Pengcheng He', 'Xiaodong Liu', 'Jianfeng Gao', 'Weizhu Chen']",DeBERTa: Decoding-enhanced BERT with Disentangled Attention,"['cs.CL', 'cs.LG']","  Recent progress in pre-trained neural language models has significantly
improved the performance of many natural language processing (NLP) tasks. In
this paper we propose a new model architecture DeBERTa (Decoding-enhanced BERT
with disentangled attention) that improves the BERT and RoBERTa models using
two novel techniques. The first is the disentangled attention mechanism, where
each word is represented using two vectors that encode its content and
position, respectively, and the attention weights among words are computed
using disentangled matrices on their contents and relative positions,
respectively. Second, an enhanced mask decoder is used to incorporate absolute
positions in the decoding layer to predict the masked tokens in model
pre-training. In addition, a new virtual adversarial training method is used
for fine-tuning to improve models' generalization. We show that these
techniques significantly improve the efficiency of model pre-training and the
performance of both natural language understanding (NLU) and natural langauge
generation (NLG) downstream tasks. Compared to RoBERTa-Large, a DeBERTa model
trained on half of the training data performs consistently better on a wide
range of NLP tasks, achieving improvements on MNLI by +0.9% (90.2% vs. 91.1%),
on SQuAD v2.0 by +2.3% (88.4% vs. 90.7%) and RACE by +3.6% (83.2% vs. 86.8%).
Notably, we scale up DeBERTa by training a larger version that consists of 48
Transform layers with 1.5 billion parameters. The significant performance boost
makes the single DeBERTa model surpass the human performance on the SuperGLUE
benchmark (Wang et al., 2019a) for the first time in terms of macro-average
score (89.9 versus 89.8), and the ensemble DeBERTa model sits atop the
SuperGLUE leaderboard as of January 6, 2021, out performing the human baseline
by a decent margin (90.3 versus 89.8).
","[{'version': 'v1', 'created': 'Fri, 5 Jun 2020 19:54:34 GMT'}, {'version': 'v2', 'created': 'Sun, 3 Jan 2021 05:36:50 GMT'}, {'version': 'v3', 'created': 'Mon, 11 Jan 2021 22:54:26 GMT'}, {'version': 'v4', 'created': 'Thu, 18 Mar 2021 02:27:00 GMT'}, {'version': 'v5', 'created': 'Mon, 4 Oct 2021 06:31:54 GMT'}, {'version': 'v6', 'created': 'Wed, 6 Oct 2021 21:02:00 GMT'}]",cs.CL,2020-06-05 19:54:34,"['BERT', 'language model']",True,"Transformers, RNNs, Attention",['microsoft.com'],True,False,False,0.0,1142.0,0.9920634920634921,0.9921040408732001,4,0.9920454545454546
2417,arXiv:2007.14062,"['Manzil Zaheer', 'Guru Guruganesh', 'Avinava Dubey', 'Joshua Ainslie', 'Chris Alberti', 'Santiago Ontanon', 'Philip Pham', 'Anirudh Ravula', 'Qifan Wang', 'Li Yang', 'Amr Ahmed']",Big Bird: Transformers for Longer Sequences,"['cs.LG', 'cs.CL', 'stat.ML']","  Transformers-based models, such as BERT, have been one of the most successful
deep learning models for NLP. Unfortunately, one of their core limitations is
the quadratic dependency (mainly in terms of memory) on the sequence length due
to their full attention mechanism. To remedy this, we propose, BigBird, a
sparse attention mechanism that reduces this quadratic dependency to linear. We
show that BigBird is a universal approximator of sequence functions and is
Turing complete, thereby preserving these properties of the quadratic, full
attention model. Along the way, our theoretical analysis reveals some of the
benefits of having $O(1)$ global tokens (such as CLS), that attend to the
entire sequence as part of the sparse attention mechanism. The proposed sparse
attention can handle sequences of length up to 8x of what was previously
possible using similar hardware. As a consequence of the capability to handle
longer context, BigBird drastically improves performance on various NLP tasks
such as question answering and summarization. We also propose novel
applications to genomics data.
","[{'version': 'v1', 'created': 'Tue, 28 Jul 2020 08:34:04 GMT'}, {'version': 'v2', 'created': 'Fri, 8 Jan 2021 07:41:50 GMT'}]",cs.LG,2020-07-28 08:34:04,['BERT'],True,"Transformers, RNNs, Attention",['google.com'],True,False,False,0.0,1143.0,0.982532751091703,0.9925685090571296,11,0.992930086410055
2430,arXiv:2007.15779,"['Yu Gu', 'Robert Tinn', 'Hao Cheng', 'Michael Lucas', 'Naoto Usuyama', 'Xiaodong Liu', 'Tristan Naumann', 'Jianfeng Gao', 'Hoifung Poon']","Domain-Specific Language Model Pretraining for Biomedical Natural
  Language Processing","['cs.CL', 'cs.LG']","  Pretraining large neural language models, such as BERT, has led to impressive
gains on many natural language processing (NLP) tasks. However, most
pretraining efforts focus on general domain corpora, such as newswire and Web.
A prevailing assumption is that even domain-specific pretraining can benefit by
starting from general-domain language models. In this paper, we challenge this
assumption by showing that for domains with abundant unlabeled text, such as
biomedicine, pretraining language models from scratch results in substantial
gains over continual pretraining of general-domain language models. To
facilitate this investigation, we compile a comprehensive biomedical NLP
benchmark from publicly-available datasets. Our experiments show that
domain-specific pretraining serves as a solid foundation for a wide range of
biomedical NLP tasks, leading to new state-of-the-art results across the board.
Further, in conducting a thorough evaluation of modeling choices, both for
pretraining and task-specific fine-tuning, we discover that some common
practices are unnecessary with BERT models, such as using complex tagging
schemes in named entity recognition (NER). To help accelerate research in
biomedical NLP, we have released our state-of-the-art pretrained and
task-specific models for the community, and created a leaderboard featuring our
BLURB benchmark (short for Biomedical Language Understanding & Reasoning
Benchmark) at https://aka.ms/BLURB.
","[{'version': 'v1', 'created': 'Fri, 31 Jul 2020 00:04:15 GMT'}, {'version': 'v2', 'created': 'Tue, 4 Aug 2020 02:01:07 GMT'}, {'version': 'v3', 'created': 'Thu, 20 Aug 2020 22:26:29 GMT'}, {'version': 'v4', 'created': 'Thu, 11 Feb 2021 19:13:59 GMT'}, {'version': 'v5', 'created': 'Fri, 25 Jun 2021 00:38:22 GMT'}, {'version': 'v6', 'created': 'Thu, 16 Sep 2021 21:26:07 GMT'}]",cs.CL,2020-07-31 00:04:15,"['language model', 'BERT']",True,NLP for Healthcare,['microsoft.com'],True,False,False,0.0,761.0,0.980349344978166,0.988388295401765,9,0.99057344854674
2313,arXiv:2007.00808,"['Lee Xiong', 'Chenyan Xiong', 'Ye Li', 'Kwok-Fung Tang', 'Jialin Liu', 'Paul Bennett', 'Junaid Ahmed', 'Arnold Overwijk']","Approximate Nearest Neighbor Negative Contrastive Learning for Dense
  Text Retrieval","['cs.IR', 'cs.CL', 'cs.LG']","  Conducting text retrieval in a dense learned representation space has many
intriguing advantages over sparse retrieval. Yet the effectiveness of dense
retrieval (DR) often requires combination with sparse retrieval. In this paper,
we identify that the main bottleneck is in the training mechanisms, where the
negative instances used in training are not representative of the irrelevant
documents in testing. This paper presents Approximate nearest neighbor Negative
Contrastive Estimation (ANCE), a training mechanism that constructs negatives
from an Approximate Nearest Neighbor (ANN) index of the corpus, which is
parallelly updated with the learning process to select more realistic negative
training instances. This fundamentally resolves the discrepancy between the
data distribution used in the training and testing of DR. In our experiments,
ANCE boosts the BERT-Siamese DR model to outperform all competitive dense and
sparse retrieval baselines. It nearly matches the accuracy of
sparse-retrieval-and-BERT-reranking using dot-product in the ANCE-learned
representation space and provides almost 100x speed-up.
","[{'version': 'v1', 'created': 'Wed, 1 Jul 2020 23:15:56 GMT'}, {'version': 'v2', 'created': 'Tue, 20 Oct 2020 22:17:19 GMT'}]",cs.IR,2020-07-01 23:15:56,['BERT'],True,"Search, Ranking, Retrieval",['microsoft.com'],True,False,False,0.0,664.0,0.9781659388646288,0.9865304226660474,8,0.9890023566378633
2650,arXiv:2009.07118,"['Timo Schick', 'Hinrich Schütze']","It's Not Just Size That Matters: Small Language Models Are Also Few-Shot
  Learners","['cs.CL', 'cs.AI', 'cs.LG']","  When scaled to hundreds of billions of parameters, pretrained language models
such as GPT-3 (Brown et al., 2020) achieve remarkable few-shot performance.
However, enormous amounts of compute are required for training and applying
such big models, resulting in a large carbon footprint and making it difficult
for researchers and practitioners to use them. We show that performance similar
to GPT-3 can be obtained with language models that are much ""greener"" in that
their parameter count is several orders of magnitude smaller. This is achieved
by converting textual inputs into cloze questions that contain a task
description, combined with gradient-based optimization; exploiting unlabeled
data gives further improvements. We identify key factors required for
successful natural language understanding with small language models.
","[{'version': 'v1', 'created': 'Tue, 15 Sep 2020 14:18:53 GMT'}, {'version': 'v2', 'created': 'Mon, 12 Apr 2021 08:16:59 GMT'}]",cs.CL,2020-09-15 14:18:53,"['pretrained language model', 'language model', 'GPT-3']",True,Efficiency & Performance,['sulzer.de'],False,False,False,0.0,600.0,0.9759825327510917,0.9856014862981886,2,0.9874312647289867
2579,arXiv:2009.01325,"['Nisan Stiennon', 'Long Ouyang', 'Jeff Wu', 'Daniel M. Ziegler', 'Ryan Lowe', 'Chelsea Voss', 'Alec Radford', 'Dario Amodei', 'Paul Christiano']",Learning to summarize from human feedback,"['cs.CL', 'cs.AI', 'cs.LG']","  As language models become more powerful, training and evaluation are
increasingly bottlenecked by the data and metrics used for a particular task.
For example, summarization models are often trained to predict human reference
summaries and evaluated using ROUGE, but both of these metrics are rough
proxies for what we really care about -- summary quality. In this work, we show
that it is possible to significantly improve summary quality by training a
model to optimize for human preferences. We collect a large, high-quality
dataset of human comparisons between summaries, train a model to predict the
human-preferred summary, and use that model as a reward function to fine-tune a
summarization policy using reinforcement learning. We apply our method to a
version of the TL;DR dataset of Reddit posts and find that our models
significantly outperform both human reference summaries and much larger models
fine-tuned with supervised learning alone. Our models also transfer to CNN/DM
news articles, producing summaries nearly as good as the human reference
without any news-specific fine-tuning. We conduct extensive analyses to
understand our human feedback dataset and fine-tuned models We establish that
our reward model generalizes to new datasets, and that optimizing our reward
model results in better summaries than optimizing ROUGE according to humans. We
hope the evidence from our paper motivates machine learning researchers to pay
closer attention to how their training loss affects the model behavior they
actually want.
","[{'version': 'v1', 'created': 'Wed, 2 Sep 2020 19:54:41 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Oct 2020 22:19:53 GMT'}, {'version': 'v3', 'created': 'Tue, 15 Feb 2022 19:09:36 GMT'}]",cs.CL,2020-09-02 19:54:41,['language model'],True,Summarization and Evaluation,[],False,False,False,0.125,492.0,0.9737991266375546,0.9823502090106828,9,0.9866457187745483
